--------- beginning of main
03-04 14:59:26.587  1678  2517 D WifiClientModeImpl[7680:wlan0]: updateLinkLayerStatsRssiSpeedFrequencyCapabilities rssi=-32 TxLinkspeed=173 freq=2437 RxLinkSpeed=173
03-04 14:59:26.843  1678  2517 D UntrustedWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5218, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:26.846  1678  2517 D OemPaidWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5218, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:26.848  1678  2517 D MultiInternetWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5218, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:26.849  1678  2526 D ConnectivityService: NetReassign [5218 : null → 103] [c 0] [a 10] [i 15]
03-04 14:59:26.863  9716  9785 W JobInfo : Requested important-while-foreground flag for job2971 is ignored and takes no effect
03-04 14:59:26.881  1678  4660 D ConnectivityService: requestNetwork for uid/pid:10154/9716 activeRequest: null callbackRequest: 5219 [NetworkRequest [ REQUEST id=5220, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]] callback flags: 0 order: 2147483647 isUidTracked: false declaredMethods: AVAIL|LOST|NC|BLK
03-04 14:59:26.899  1678  2517 D WifiNetworkFactory: got request NetworkRequest [ REQUEST id=5220, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:26.899  1678  2517 V WifiNetworkFactory: Accepted network request NetworkRequest [ REQUEST id=5220, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:26.900  1678  2517 D UntrustedWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5220, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:26.902  1678  2517 D OemPaidWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5220, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:26.903  1678  2517 D MultiInternetWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5220, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:26.904  1678  2526 D ConnectivityService: NetReassign [5220 : null → 103] [c 0] [a 9] [i 13]
03-04 14:59:26.930  9716  9785 W JobInfo : Requested important-while-foreground flag for job2972 is ignored and takes no effect
03-04 14:59:26.941  1678  4660 D ConnectivityService: requestNetwork for uid/pid:10154/9716 activeRequest: null callbackRequest: 5221 [NetworkRequest [ REQUEST id=5222, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]] callback flags: 0 order: 2147483647 isUidTracked: false declaredMethods: AVAIL|LOST|NC|BLK
03-04 14:59:26.965  1678  2517 D WifiNetworkFactory: got request NetworkRequest [ REQUEST id=5222, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:26.966  1678  2517 V WifiNetworkFactory: Accepted network request NetworkRequest [ REQUEST id=5222, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:26.967  1678  2517 D UntrustedWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5222, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:26.968  1678  2517 D OemPaidWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5222, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:26.972  1678  2517 D MultiInternetWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5222, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:26.972  1678  2526 D ConnectivityService: NetReassign [5222 : null → 103] [c 0] [a 13] [i 17]
03-04 14:59:26.978  2801  3213 W BluetoothRemoteDevices: Address type mismatch for XX:XX:XX:XX:BE:83, new type: 1
03-04 14:59:26.988  3230  5535 I NearbyDiscovery: BloomFilterAdvManager: Detected bloom filter but too far away, ignoring. 5.011872336272722m, mac=XX:XX:XX:XX:BE:83 [CONTEXT service_id=265 group_by="62:AB:1F:BF:BE:83" ratelimit_period="30 SECONDS" ]
03-04 14:59:27.015  9716  9807 W JobInfo : Requested important-while-foreground flag for job2973 is ignored and takes no effect
03-04 14:59:27.032  1678  4660 D ConnectivityService: requestNetwork for uid/pid:10154/9716 activeRequest: null callbackRequest: 5223 [NetworkRequest [ REQUEST id=5224, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]] callback flags: 0 order: 2147483647 isUidTracked: false declaredMethods: AVAIL|LOST|NC|BLK
03-04 14:59:27.056  1678  2517 D WifiNetworkFactory: got request NetworkRequest [ REQUEST id=5224, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.056  1678  2517 V WifiNetworkFactory: Accepted network request NetworkRequest [ REQUEST id=5224, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.057  1678  2517 D UntrustedWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5224, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.060  1678  2517 D OemPaidWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5224, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.062  1678  2517 D MultiInternetWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5224, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.063  1678  2526 D ConnectivityService: NetReassign [5224 : null → 103] [c 0] [a 11] [i 18]
03-04 14:59:27.099  9716  9807 W JobInfo : Requested important-while-foreground flag for job2974 is ignored and takes no effect
--------- beginning of kernel
03-04 14:59:27.105  1140  1140 W [06:59:27.102598][dhd][wlan]dhdpcie_bus_suspend: .. [06:59:27.103595][dhd][wlan]base_addr0=0x60800004
03-04 14:59:27.124  1140  1140 W [06:59:27.121952][dhd][wlan]dhd_plat_l1ss_ctrl: Control L1ss RC side 0
03-04 14:59:27.125  1140  1140 W [06:59:27.122759][dhd][wlan]dhd_pcie_l1ss_ctrl: Set aspm link state 0 (support_l1ss = 1)
03-04 14:59:27.139  1140  1140 I google-pcie 3c500000.pcie: Link down
03-04 14:59:27.173  1678  4660 D ConnectivityService: requestNetwork for uid/pid:10154/9716 activeRequest: null callbackRequest: 5225 [NetworkRequest [ REQUEST id=5226, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]] callback flags: 0 order: 2147483647 isUidTracked: false declaredMethods: AVAIL|LOST|NC|BLK
03-04 14:59:27.196  1678  2517 D WifiNetworkFactory: got request NetworkRequest [ REQUEST id=5226, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.196  1678  2517 V WifiNetworkFactory: Accepted network request NetworkRequest [ REQUEST id=5226, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.200  1678  2517 D UntrustedWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5226, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.201  1678  2517 D OemPaidWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5226, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.204  1678  2526 D ConnectivityService: NetReassign [5226 : null → 103] [c 0] [a 9] [i 20]
03-04 14:59:27.206  1678  2517 D MultiInternetWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5226, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
--------- beginning of system
03-04 14:59:27.213  1678  1879 D ColorDisplayService: computeDisplayWhiteBalanceMatrix: cct =5980 matrix =
03-04 14:59:27.213  1678  1879 D ColorDisplayService:        0.989951-0.000270-0.001848 0.000000 0.006520 0.984316-0.007323 0.000000 0.003529 0.001744 0.903717 0.000000 0.000000 0.000000 0.000000 1.000000
03-04 14:59:27.215  1678  1879 I DisplayTransformManager: SetColorMatrix level: 125
03-04 14:59:27.224   506   533 W hwc-libdisplaycolor: GetRrRegammaForRange: no match found (op_hz, hz, dbv, range_id)=(0,120,1722,0)
03-04 14:59:27.229  9716  9808 W JobInfo : Requested important-while-foreground flag for job2975 is ignored and takes no effect
03-04 14:59:27.242  1678  3076 D ConnectivityService: requestNetwork for uid/pid:10154/9716 activeRequest: null callbackRequest: 5227 [NetworkRequest [ REQUEST id=5228, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]] callback flags: 0 order: 2147483647 isUidTracked: false declaredMethods: AVAIL|LOST|NC|BLK
03-04 14:59:27.260  1678  2517 D WifiNetworkFactory: got request NetworkRequest [ REQUEST id=5228, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.261  1678  2517 V WifiNetworkFactory: Accepted network request NetworkRequest [ REQUEST id=5228, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.261  1678  2517 D UntrustedWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5228, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.264  1678  2517 D OemPaidWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5228, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.264  1678  2517 D MultiInternetWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5228, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.266  1678  2526 D ConnectivityService: NetReassign [5228 : null → 103] [c 0] [a 8] [i 14]
03-04 14:59:27.299  9716  9808 W JobInfo : Requested important-while-foreground flag for job2976 is ignored and takes no effect
03-04 14:59:27.312  1678  3076 D ConnectivityService: requestNetwork for uid/pid:10154/9716 activeRequest: null callbackRequest: 5229 [NetworkRequest [ REQUEST id=5230, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]] callback flags: 0 order: 2147483647 isUidTracked: false declaredMethods: AVAIL|LOST|NC|BLK
03-04 14:59:27.338  1678  2517 D WifiNetworkFactory: got request NetworkRequest [ REQUEST id=5230, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.338  1678  2517 V WifiNetworkFactory: Accepted network request NetworkRequest [ REQUEST id=5230, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.342  1678  2517 D UntrustedWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5230, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.342  1678  2517 D OemPaidWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5230, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.343  1678  2517 D MultiInternetWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5230, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.343  1678  2526 D ConnectivityService: NetReassign [5230 : null → 103] [c 0] [a 14] [i 15]
03-04 14:59:27.370  9716  9784 W JobInfo : Requested important-while-foreground flag for job2977 is ignored and takes no effect
03-04 14:59:27.402  1678  3076 D ConnectivityService: requestNetwork for uid/pid:10154/9716 activeRequest: null callbackRequest: 5231 [NetworkRequest [ REQUEST id=5232, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]] callback flags: 0 order: 2147483647 isUidTracked: false declaredMethods: AVAIL|LOST|NC|BLK
03-04 14:59:27.425  1678  2517 D WifiNetworkFactory: got request NetworkRequest [ REQUEST id=5232, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.426  1678  2517 V WifiNetworkFactory: Accepted network request NetworkRequest [ REQUEST id=5232, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.426  1678  2517 D UntrustedWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5232, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.427  1678  2517 D OemPaidWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5232, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.429  1678  2517 D MultiInternetWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5232, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.430  1678  2526 D ConnectivityService: NetReassign [5232 : null → 103] [c 1] [a 11] [i 15]
03-04 14:59:27.445  9716  9808 W JobInfo : Requested important-while-foreground flag for job2978 is ignored and takes no effect
03-04 14:59:27.455  1678  3076 D ConnectivityService: requestNetwork for uid/pid:10154/9716 activeRequest: null callbackRequest: 5233 [NetworkRequest [ REQUEST id=5234, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]] callback flags: 0 order: 2147483647 isUidTracked: false declaredMethods: AVAIL|LOST|NC|BLK
03-04 14:59:27.465  1678  2517 D WifiNetworkFactory: got request NetworkRequest [ REQUEST id=5234, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.465  1678  2517 V WifiNetworkFactory: Accepted network request NetworkRequest [ REQUEST id=5234, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.466  1678  2517 D UntrustedWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5234, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.467  1678  2517 D OemPaidWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5234, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.469  1678  2517 D MultiInternetWifiNetworkFactory: got request NetworkRequest [ REQUEST id=5234, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]
03-04 14:59:27.471  1678  2526 D ConnectivityService: NetReassign [5234 : null → 103] [c 0] [a 4] [i 12]
03-04 14:59:27.474  9716  9784 W JobInfo : Requested important-while-foreground flag for job2979 is ignored and takes no effect
03-04 14:59:27.483  1678  4660 D ConnectivityService: requestNetwork for uid/pid:10154/9716 activeRequest: null callbackRequest: 5235 [NetworkRequest [ REQUEST id=5236, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10154 RequestorUid: 10154 RequestorPkg: com.google.android.apps.nbu.files UnderlyingNetworks: Null] ]] callback flags: 0 order: 2147483647 isUidTracked: false declaredMethods: AVAIL|LOST|NC|BLK
03-04 14:59:27.490  1678  2526 D ConnectivityService: NetReassign [5236 : null → 103] [c 0] [a 2] [i 4]
03-04 14:59:27.492  1532  1563 I pixel-thermal: BG_TASKS_THROTTLING_TRIGGER:27596.9 raw data: BG_TASKS_THROTTLING_TRIGGER:27596.9 VIRTUAL-SKIN:27596.9 VIRTUAL-SKIN-EQ:27596.9 VIRTUAL-SKIN-LEGACY:28161.6 VIRTUAL-SKIN-LEGACY-MODEL-DIFF:477.303 VIRTUAL-SKIN-LEGACY-SHUTDOWN:0 VIRTUAL-SKIN-MODEL:27684.3 VIRTUAL-SKIN-MODEL-CLAMPED:27684.3 VIRTUAL-SKIN-MODEL-LEGACY-DIFF:-477.303 VIRTUAL-SKIN-MODEL-UPDATED:27596.9 VIRTUAL-SKIN-MODEL-UPPER-CLAMPED:27684.3 VIRTUAL-SKIN-SUB-0:28146.5 VIRTUAL-SKIN-SUB-1:28161.6 VIRTUAL-SKIN-SUB-2:27939 VIRTUAL-SKIN-SUB-3:28085.5 VIRTUAL-SKIN-SUB-4:28134.2 VT_LEGACY_WEIGHT:0 VT_MODEL_WEIGHT:1 charging_therm:29473 disp0_therm:26952 flash_therm:27756 north_therm:28330 quiet_therm:28498 rfpa_therm:28319 soc_therm:29303 usb_pwr_therm:26882 
